,dates,ETHUSD_close_price,BZUSD_close_price
186,2024-07-22 20:30:00,3469.89,82.29
187,2024-07-22 20:30:00,3469.89,82.26
188,2024-07-22 20:30:00,3469.89,82.26
189,2024-07-22 20:00:00,3446.73,82.28
190,2024-07-22 20:00:00,3446.73,82.28
191,2024-07-22 20:00:00,3446.73,82.29
192,2024-07-22 20:00:00,3446.73,82.29
193,2024-07-22 20:00:00,3446.73,82.29
194,2024-07-22 20:00:00,3446.73,82.3
195,2024-07-22 19:30:00,3441.1,82.28
196,2024-07-22 19:30:00,3441.1,82.28
197,2024-07-22 19:00:00,3442.5,82.23
198,2024-07-22 19:00:00,3442.5,82.23
199,2024-07-22 19:00:00,3442.5,82.28
200,2024-07-22 19:00:00,3442.5,82.28
201,2024-07-22 19:00:00,3442.5,82.22
202,2024-07-22 18:30:00,3449.75,82.23
203,2024-07-22 18:30:00,3449.75,82.23
204,2024-07-22 18:30:00,3449.75,82.23
205,2024-07-22 18:00:00,3445.09,82.24
206,2024-07-22 18:00:00,3445.09,82.24
207,2024-07-22 18:00:00,3445.09,82.23
208,2024-07-22 18:00:00,3445.09,82.23
209,2024-07-22 18:00:00,3445.09,82.27
210,2024-07-22 18:00:00,3445.09,82.27
211,2024-07-22 16:30:00,3490.21,82.22
212,2024-07-22 16:30:00,3490.21,82.22
213,2024-07-22 16:30:00,3490.21,82.33
214,2024-07-22 16:30:00,3490.21,82.38
215,2024-07-22 16:00:00,3484.36,82.39
216,2024-07-22 16:00:00,3484.36,82.39
217,2024-07-22 16:00:00,3484.36,82.22
218,2024-07-22 16:00:00,3484.36,82.22
219,2024-07-22 16:00:00,3484.36,82.38
220,2024-07-22 16:00:00,3484.36,82.38
221,2024-07-22 15:30:00,3499.39,82.34
222,2024-07-22 15:30:00,3499.39,82.34
223,2024-07-22 15:30:00,3499.39,82.32
224,2024-07-22 15:30:00,3499.39,82.32
225,2024-07-22 15:00:00,3480.61,82.34
226,2024-07-22 15:00:00,3480.61,82.34
227,2024-07-22 15:00:00,3480.61,82.34
228,2024-07-22 15:00:00,3480.61,82.34
229,2024-07-22 15:00:00,3480.61,82.37
230,2024-07-22 15:00:00,3480.61,82.37
231,2024-07-22 14:30:00,3474.21,82.39
232,2024-07-22 14:30:00,3474.21,82.39
233,2024-07-22 14:30:00,3474.21,82.42
234,2024-07-22 14:30:00,3474.21,82.4
235,2024-07-22 14:00:00,3468.64,82.41
236,2024-07-22 14:00:00,3468.64,82.41
237,2024-07-22 14:00:00,3468.64,82.39
238,2024-07-22 14:00:00,3468.64,82.39
239,2024-07-22 14:00:00,3468.64,82.08
240,2024-07-22 14:00:00,3468.64,82.11
241,2024-07-22 13:30:00,3471.9,82.22
242,2024-07-22 13:30:00,3471.9,82.22
243,2024-07-22 13:30:00,3471.9,82.31
244,2024-07-22 13:30:00,3471.9,82.34
245,2024-07-22 13:00:00,3462.09,82.34
246,2024-07-22 13:00:00,3462.09,82.34
247,2024-07-22 13:00:00,3462.09,82.22
248,2024-07-22 13:00:00,3462.09,82.22
249,2024-07-22 13:00:00,3462.09,82.31
250,2024-07-22 13:00:00,3462.09,82.29
251,2024-07-22 12:30:00,3453.8,82.34
252,2024-07-22 12:30:00,3453.8,82.34
253,2024-07-22 12:30:00,3453.8,82.43
254,2024-07-22 12:30:00,3453.8,82.33
255,2024-07-22 12:00:00,3453.05,82.35
256,2024-07-22 12:00:00,3453.05,82.35
257,2024-07-22 12:00:00,3453.05,82.34
258,2024-07-22 12:00:00,3453.05,82.34
259,2024-07-22 12:00:00,3453.05,82.24
260,2024-07-22 12:00:00,3453.05,82.11
261,2024-07-22 11:30:00,3457.37,82.16
262,2024-07-22 11:30:00,3457.37,82.16
263,2024-07-22 11:30:00,3457.37,82.43
264,2024-07-22 11:30:00,3457.37,82.24
265,2024-07-22 11:00:00,3452.01,82.03
266,2024-07-22 11:00:00,3452.01,82.03
267,2024-07-22 11:00:00,3452.01,82.16
268,2024-07-22 11:00:00,3452.01,82.16
269,2024-07-22 11:00:00,3452.01,82.37
270,2024-07-22 11:00:00,3452.01,82.41
271,2024-07-22 10:30:00,3449.69,82.32
272,2024-07-22 10:30:00,3449.69,82.32
273,2024-07-22 10:30:00,3449.69,82.2
274,2024-07-22 10:30:00,3449.69,82.28
275,2024-07-22 10:00:00,3457.87,82.28
276,2024-07-22 10:00:00,3457.87,82.28
277,2024-07-22 10:00:00,3457.87,82.32
278,2024-07-22 10:00:00,3457.87,82.32
279,2024-07-22 10:00:00,3457.87,82.14
280,2024-07-22 10:00:00,3457.87,81.94
281,2024-07-22 09:30:00,3467.98,81.8
282,2024-07-22 09:30:00,3467.98,81.8
283,2024-07-22 09:30:00,3467.98,81.82
284,2024-07-22 09:30:00,3467.98,81.95
285,2024-07-22 09:00:00,3488.29,81.92
286,2024-07-22 09:00:00,3488.29,81.92
287,2024-07-22 09:00:00,3488.29,81.8
288,2024-07-22 09:00:00,3488.29,81.8
289,2024-07-22 09:00:00,3488.29,82.06
290,2024-07-22 09:00:00,3488.29,81.91
291,2024-07-22 08:30:00,3499.36,82.0
292,2024-07-22 08:30:00,3499.36,82.0
293,2024-07-22 08:30:00,3499.36,81.96
294,2024-07-22 08:30:00,3499.36,82.03
295,2024-07-22 08:00:00,3501.97,82.15
296,2024-07-22 08:00:00,3501.97,82.15
297,2024-07-22 08:00:00,3501.97,82.0
298,2024-07-22 08:00:00,3501.97,82.0
299,2024-07-22 08:00:00,3501.97,82.02
300,2024-07-22 08:00:00,3501.97,82.2
301,2024-07-22 07:30:00,3500.54,82.16
302,2024-07-22 07:30:00,3500.54,82.16
303,2024-07-22 07:30:00,3500.54,82.35
304,2024-07-22 07:30:00,3500.54,82.4
305,2024-07-22 07:00:00,3491.41,82.33
306,2024-07-22 07:00:00,3491.41,82.33
307,2024-07-22 07:00:00,3491.41,82.16
308,2024-07-22 07:00:00,3491.41,82.16
309,2024-07-22 07:00:00,3491.41,82.25
310,2024-07-22 07:00:00,3491.41,82.3
311,2024-07-22 06:30:00,3492.4,82.3
312,2024-07-22 06:30:00,3492.4,82.3
313,2024-07-22 06:30:00,3492.4,82.44
314,2024-07-22 06:30:00,3492.4,82.41
315,2024-07-22 06:00:00,3497.43,82.41
316,2024-07-22 06:00:00,3497.43,82.41
317,2024-07-22 06:00:00,3497.43,82.3
318,2024-07-22 06:00:00,3497.43,82.3
319,2024-07-22 06:00:00,3497.43,82.48
320,2024-07-22 06:00:00,3497.43,82.51
321,2024-07-22 05:30:00,3493.06,82.54
322,2024-07-22 05:30:00,3493.06,82.54
323,2024-07-22 05:30:00,3493.06,82.45
324,2024-07-22 05:30:00,3493.06,82.58
325,2024-07-22 05:00:00,3486.76,82.6
326,2024-07-22 05:00:00,3486.76,82.6
327,2024-07-22 05:00:00,3486.76,82.54
328,2024-07-22 05:00:00,3486.76,82.54
329,2024-07-22 05:00:00,3486.76,82.71
330,2024-07-22 05:00:00,3486.76,82.74
331,2024-07-22 04:30:00,3475.52,82.76
332,2024-07-22 04:30:00,3475.52,82.76
333,2024-07-22 04:30:00,3475.52,82.92
334,2024-07-22 04:30:00,3475.52,82.92
335,2024-07-22 04:00:00,3484.27,83.04
336,2024-07-22 04:00:00,3484.27,83.04
337,2024-07-22 04:00:00,3484.27,82.76
338,2024-07-22 04:00:00,3484.27,82.76
339,2024-07-22 04:00:00,3484.27,82.89
340,2024-07-22 04:00:00,3484.27,82.88
341,2024-07-22 03:30:00,3479.54,82.92
342,2024-07-22 03:30:00,3479.54,82.92
343,2024-07-22 03:30:00,3479.54,82.95
344,2024-07-22 03:30:00,3479.54,83.02
345,2024-07-22 03:00:00,3472.35,83.07
346,2024-07-22 03:00:00,3472.35,83.07
347,2024-07-22 03:00:00,3472.35,82.92
348,2024-07-22 03:00:00,3472.35,82.92
349,2024-07-22 03:00:00,3472.35,83.05
350,2024-07-22 03:00:00,3472.35,82.95
351,2024-07-22 02:30:00,3477.28,82.9
352,2024-07-22 02:30:00,3477.28,82.9
353,2024-07-22 02:30:00,3477.28,82.96
354,2024-07-22 02:30:00,3477.28,83.03
355,2024-07-22 02:00:00,3490.35,83.0
356,2024-07-22 02:00:00,3490.35,83.0
357,2024-07-22 02:00:00,3490.35,82.9
358,2024-07-22 02:00:00,3490.35,82.9
359,2024-07-22 02:00:00,3490.35,83.08
360,2024-07-22 02:00:00,3490.35,83.11
361,2024-07-22 01:30:00,3495.95,83.11
362,2024-07-22 01:30:00,3495.95,83.11
363,2024-07-22 01:30:00,3495.95,83.11
364,2024-07-22 01:30:00,3495.95,83.09
365,2024-07-22 01:00:00,3507.79,83.06
366,2024-07-22 01:00:00,3507.79,83.06
367,2024-07-22 01:00:00,3507.79,83.11
368,2024-07-22 01:00:00,3507.79,83.11
369,2024-07-22 01:00:00,3507.79,83.09
370,2024-07-22 01:00:00,3507.79,83.09
371,2024-07-22 00:30:00,3516.17,83.07
372,2024-07-22 00:30:00,3516.17,83.07
373,2024-07-22 00:30:00,3516.17,83.03
374,2024-07-22 00:30:00,3516.17,83.03
375,2024-07-22 00:00:00,3517.62,83.05
376,2024-07-22 00:00:00,3517.62,83.05
377,2024-07-22 00:00:00,3517.62,83.07
378,2024-07-22 00:00:00,3517.62,83.07
379,2024-07-22 00:00:00,3517.62,83.1
380,2024-07-22 00:00:00,3517.62,83.12
381,2024-07-21 23:30:00,3517.76,83.18
382,2024-07-21 23:30:00,3517.76,83.18
383,2024-07-21 23:30:00,3517.76,83.18
384,2024-07-21 23:00:00,3526.5,83.2
385,2024-07-21 23:00:00,3526.5,83.2
386,2024-07-21 23:00:00,3526.5,83.18
387,2024-07-21 23:00:00,3526.5,83.18
388,2024-07-21 23:00:00,3526.5,83.1
389,2024-07-21 23:00:00,3526.5,83.17
390,2024-07-21 22:30:00,3534.85,83.09
391,2024-07-21 22:30:00,3534.85,83.09
392,2024-07-21 22:30:00,3534.85,82.9
393,2024-07-21 22:30:00,3534.85,82.93
394,2024-07-21 22:00:00,3532.03,82.83
395,2024-07-21 22:00:00,3532.03,82.83
396,2024-07-21 22:00:00,3532.03,83.09
397,2024-07-21 22:00:00,3532.03,83.09
398,2024-07-21 22:00:00,3532.03,82.82
399,2024-07-21 22:00:00,3532.03,82.86
400,2024-07-21 21:30:00,3527.8,82.84
401,2024-07-21 21:30:00,3527.8,82.84
402,2024-07-21 21:30:00,3527.8,82.99
403,2024-07-21 21:30:00,3527.8,82.92
404,2024-07-21 21:00:00,3535.62,82.98
405,2024-07-21 21:00:00,3535.62,82.98
406,2024-07-21 21:00:00,3535.62,82.84
407,2024-07-21 21:00:00,3535.62,82.84
408,2024-07-21 21:00:00,3535.62,82.99
409,2024-07-21 21:00:00,3535.62,83.0
410,2024-07-21 20:30:00,3543.84,83.09
411,2024-07-21 20:30:00,3543.84,83.09
412,2024-07-21 20:30:00,3543.84,83.04
413,2024-07-21 20:30:00,3543.84,83.14
414,2024-07-21 20:00:00,3537.63,83.15
415,2024-07-21 20:00:00,3537.63,83.15
416,2024-07-21 20:00:00,3537.63,83.09
417,2024-07-21 20:00:00,3537.63,83.09
418,2024-07-21 20:00:00,3537.63,83.03
419,2024-07-21 20:00:00,3537.63,83.02
420,2024-07-21 19:30:00,3536.2,83.07
421,2024-07-21 19:30:00,3536.2,83.07
422,2024-07-21 19:30:00,3536.2,83.05
423,2024-07-21 19:30:00,3536.2,83.02
424,2024-07-21 19:00:00,3529.26,83.04
425,2024-07-21 19:00:00,3529.26,83.04
426,2024-07-21 19:00:00,3529.26,83.07
427,2024-07-21 19:00:00,3529.26,83.07
428,2024-07-21 19:00:00,3529.26,83.04
429,2024-07-21 19:00:00,3529.26,82.97
430,2024-07-21 18:30:00,3534.43,83.0
431,2024-07-21 18:30:00,3534.43,83.0
432,2024-07-21 18:30:00,3534.43,82.9
433,2024-07-21 18:30:00,3534.43,82.84
434,2024-07-21 18:00:00,3530.38,82.86
435,2024-07-21 18:00:00,3530.38,82.86
436,2024-07-21 18:00:00,3530.38,83.0
437,2024-07-21 18:00:00,3530.38,83.0
438,2024-07-21 18:00:00,3530.38,82.88
439,2024-07-21 18:00:00,3530.38,82.88
440,2024-07-19 16:30:00,3506.51,82.6
441,2024-07-19 16:30:00,3506.51,82.6
442,2024-07-19 16:30:00,3506.51,82.74
443,2024-07-19 16:30:00,3506.51,82.77
444,2024-07-19 16:00:00,3502.5,82.76
445,2024-07-19 16:00:00,3502.5,82.76
446,2024-07-19 16:00:00,3502.5,82.6
447,2024-07-19 16:00:00,3502.5,82.6
448,2024-07-19 16:00:00,3502.5,82.77
449,2024-07-19 16:00:00,3502.5,82.77
450,2024-07-19 15:30:00,3524.46,82.76
451,2024-07-19 15:30:00,3524.46,82.76
452,2024-07-19 15:30:00,3524.46,82.74
453,2024-07-19 15:30:00,3524.46,82.71
454,2024-07-19 15:00:00,3529.17,82.71
455,2024-07-19 15:00:00,3529.17,82.71
456,2024-07-19 15:00:00,3529.17,82.76
457,2024-07-19 15:00:00,3529.17,82.76
458,2024-07-19 15:00:00,3529.17,82.78
459,2024-07-19 15:00:00,3529.17,82.83
460,2024-07-19 14:30:00,3503.82,82.79
461,2024-07-19 14:30:00,3503.82,82.79
462,2024-07-19 14:30:00,3503.82,82.69
463,2024-07-19 14:30:00,3503.82,82.69
464,2024-07-19 14:00:00,3499.41,82.62
465,2024-07-19 14:00:00,3499.41,82.62
466,2024-07-19 14:00:00,3499.41,82.79
467,2024-07-19 14:00:00,3499.41,82.79
468,2024-07-19 14:00:00,3499.41,82.7
469,2024-07-19 14:00:00,3499.41,82.79
470,2024-07-19 13:30:00,3501.2,82.82
471,2024-07-19 13:30:00,3501.2,82.82
472,2024-07-19 13:30:00,3501.2,82.91
473,2024-07-19 13:30:00,3501.2,82.82
474,2024-07-19 13:00:00,3502.15,82.76
475,2024-07-19 13:00:00,3502.15,82.76
476,2024-07-19 13:00:00,3502.15,82.82
477,2024-07-19 13:00:00,3502.15,82.82
478,2024-07-19 13:00:00,3502.15,83.14
479,2024-07-19 13:00:00,3502.15,82.99
480,2024-07-19 12:30:00,3491.31,83.13
481,2024-07-19 12:30:00,3491.31,83.13
482,2024-07-19 12:30:00,3491.31,83.13
483,2024-07-19 12:30:00,3491.31,83.44
484,2024-07-19 12:00:00,3491.91,83.57
485,2024-07-19 12:00:00,3491.91,83.57
486,2024-07-19 12:00:00,3491.91,83.13
487,2024-07-19 12:00:00,3491.91,83.13
488,2024-07-19 12:00:00,3491.91,83.8
489,2024-07-19 12:00:00,3491.91,83.82
490,2024-07-19 11:30:00,3465.26,83.93
491,2024-07-19 11:30:00,3465.26,83.93
492,2024-07-19 11:30:00,3465.26,84.02
493,2024-07-19 11:30:00,3465.26,84.08
494,2024-07-19 11:00:00,3443.42,84.03
495,2024-07-19 11:00:00,3443.42,84.03
496,2024-07-19 11:00:00,3443.42,83.93
497,2024-07-19 11:00:00,3443.42,83.93
498,2024-07-19 11:00:00,3443.42,84.36
499,2024-07-19 11:00:00,3443.42,84.42
500,2024-07-19 10:30:00,3467.95,84.48
501,2024-07-19 10:30:00,3467.95,84.48
502,2024-07-19 10:30:00,3467.95,84.69
503,2024-07-19 10:30:00,3467.95,84.44
504,2024-07-19 10:00:00,3459.13,84.53
505,2024-07-19 10:00:00,3459.13,84.53
506,2024-07-19 10:00:00,3459.13,84.48
507,2024-07-19 10:00:00,3459.13,84.48
508,2024-07-19 10:00:00,3459.13,84.71
509,2024-07-19 10:00:00,3459.13,84.66
510,2024-07-19 09:30:00,3437.0,84.85
511,2024-07-19 09:30:00,3437.0,84.85
512,2024-07-19 09:30:00,3437.0,84.48
513,2024-07-19 09:30:00,3437.0,84.39
514,2024-07-19 09:00:00,3400.41,84.3
515,2024-07-19 09:00:00,3400.41,84.3
516,2024-07-19 09:00:00,3400.41,84.85
517,2024-07-19 09:00:00,3400.41,84.85
518,2024-07-19 09:00:00,3400.41,84.61
519,2024-07-19 09:00:00,3400.41,84.77
520,2024-07-19 08:30:00,3414.01,85.08
521,2024-07-19 08:30:00,3414.01,85.08
522,2024-07-19 08:30:00,3414.01,85.05
523,2024-07-19 08:30:00,3414.01,84.97
524,2024-07-19 08:00:00,3407.08,85.03
525,2024-07-19 08:00:00,3407.08,85.03
526,2024-07-19 08:00:00,3407.08,85.08
527,2024-07-19 08:00:00,3407.08,85.08
528,2024-07-19 08:00:00,3407.08,84.94
529,2024-07-19 08:00:00,3407.08,85.02
530,2024-07-19 07:30:00,3403.66,85.0
531,2024-07-19 07:30:00,3403.66,85.0
532,2024-07-19 07:30:00,3403.66,84.88
533,2024-07-19 07:30:00,3403.66,84.87
534,2024-07-19 07:00:00,3404.81,84.87
535,2024-07-19 07:00:00,3404.81,84.87
536,2024-07-19 07:00:00,3404.81,85.0
537,2024-07-19 07:00:00,3404.81,85.0
538,2024-07-19 07:00:00,3404.81,84.84
539,2024-07-19 07:00:00,3404.81,84.9
540,2024-07-19 06:30:00,3400.78,84.88
541,2024-07-19 06:30:00,3400.78,84.88
542,2024-07-19 06:30:00,3400.78,84.93
543,2024-07-19 06:30:00,3400.78,84.96
544,2024-07-19 06:00:00,3406.46,84.94
545,2024-07-19 06:00:00,3406.46,84.94
546,2024-07-19 06:00:00,3406.46,84.88
547,2024-07-19 06:00:00,3406.46,84.88
548,2024-07-19 06:00:00,3406.46,85.02
549,2024-07-19 06:00:00,3406.46,85.11
550,2024-07-19 05:30:00,3387.61,85.12
551,2024-07-19 05:30:00,3387.61,85.12
552,2024-07-19 05:30:00,3387.61,85.04
553,2024-07-19 05:30:00,3387.61,85.07
554,2024-07-19 05:00:00,3395.23,85.08
555,2024-07-19 05:00:00,3395.23,85.08
556,2024-07-19 05:00:00,3395.23,85.12
557,2024-07-19 05:00:00,3395.23,85.12
558,2024-07-19 05:00:00,3395.23,85.11
559,2024-07-19 05:00:00,3395.23,85.26
560,2024-07-19 04:30:00,3394.17,85.34
561,2024-07-19 04:30:00,3394.17,85.34
562,2024-07-19 04:30:00,3394.17,85.17
563,2024-07-19 04:30:00,3394.17,85.09
564,2024-07-19 04:00:00,3383.08,85.11
565,2024-07-19 04:00:00,3383.08,85.11
566,2024-07-19 04:00:00,3383.08,85.34
567,2024-07-19 04:00:00,3383.08,85.34
568,2024-07-19 04:00:00,3383.08,84.89
569,2024-07-19 04:00:00,3383.08,84.86
570,2024-07-19 03:30:00,3391.3,84.79
571,2024-07-19 03:30:00,3391.3,84.79
572,2024-07-19 03:30:00,3391.3,84.53
573,2024-07-19 03:30:00,3391.3,84.62
574,2024-07-19 03:00:00,3424.77,84.58
575,2024-07-19 03:00:00,3424.77,84.58
576,2024-07-19 03:00:00,3424.77,84.79
577,2024-07-19 03:00:00,3424.77,84.79
578,2024-07-19 03:00:00,3424.77,84.52
579,2024-07-19 03:00:00,3424.77,84.55
580,2024-07-19 02:30:00,3439.51,84.66
